"liga";"equipo";"estado";"archivo"
"J1 League";"Machida Zelvia";"real";"logos/j-league/machida_zelviaÔÇï.png"
"J1 League";"Nagoya Grampus";"real";"logos/j-league/nagoya_grampus.png"
"J1 League";"Sanfrecce Hiroshima";"real";"logos/j-league/sanfrecce.png"
"J1 League";"Shimizu S-Pulse";"real";"logos/j-league/shimizu.png"
"J1 League";"Shonan Bellmare";"real";"logos/j-league/shonan.png"
"J1 League";"Tokyo Verdy";"real";"logos/j-league/tokyo_verdy.png"
"J1 League";"Urawa Red Diamonds";"real";"logos/j-league/urawa.png"
"J1 League";"Vissel Kobe";"real";"logos/j-league/vissel.png"
"J1 League";"Yokohama F. Marinos";"real";"logos/j-league/yokohama_fc.png"
"J1 League";"Yokohama FC";"real";"logos/j-league/yokohama.png"
"K League 1";"FC Anyang";"generado";""
"K League 1";"Daegu FC";"generado";""
"K League 1";"Daejeon Hana Citizen";"generado";""
"K League 1";"Gangwon FC";"generado";""
"K League 1";"Gimcheon Sangmu";"generado";""
"K League 1";"Gwangju FC";"generado";""
"K League 1";"Jeju SK";"generado";""
"K League 1";"Jeonbuk Hyundai Motors";"generado";""
"K League 1";"Pohang Steelers";"generado";""
"K League 1";"FC Seoul";"generado";""
"K League 1";"Suwon FC";"generado";""
"K League 1";"Ulsan HD";"generado";""
"A-League Men";"Adelaide United";"generado";""
"A-League Men";"Auckland FC";"generado";""
"A-League Men";"Brisbane Roar";"generado";""
"A-League Men";"Central Coast Mariners";"generado";""
"A-League Men";"Macarthur FC";"generado";""
"A-League Men";"Melbourne City";"generado";""
"A-League Men";"Melbourne Victory";"generado";""
"A-League Men";"Newcastle Jets";"generado";""
"A-League Men";"Perth Glory";"generado";""
"A-League Men";"Sydney FC";"generado";""
"A-League Men";"Wellington Phoenix";"generado";""
"A-League Men";"Western Sydney Wanderers";"generado";""
"A-League Men";"Western United";"generado";""
"Chinese Super League";"Beijing Guoan";"real";"logos/chinese-superligue/beijing_guoan.png"
"Chinese Super League";"Changchun Yatai";"real";"logos/chinese-superligue/changchun_yatai.png"
"Chinese Super League";"Chengdu Rongcheng";"real";"logos/chinese-superligue/chengdu_rongcheng.png"
"Chinese Super League";"Dalian Yingbo";"real";"logos/chinese-superligue/dalian_yingbo.png"
"Chinese Super League";"Henan FC";"real";"logos/chinese-superligue/henan_jianye.png"
"Chinese Super League";"Meizhou Hakka";"real";"logos/chinese-superligue/meizhou_hakka.png"
"Chinese Super League";"Qingdao Hainiu";"real";"logos/chinese-superligue/qingdao_huanghai.png"
"Chinese Super League";"Qingdao West Coast";"real";"logos/chinese-superligue/qingdao_qest_coast.png"
"Chinese Super League";"Shandong Taishan";"real";"logos/chinese-superligue/shandong_luneng.png"
"Chinese Super League";"Shanghai Port";"real";"logos/chinese-superligue/shanghai_port.png"
"Chinese Super League";"Shanghai Shenhua";"real";"logos/chinese-superligue/shanghai_shenhua.png"
"Chinese Super League";"Shenzhen Peng City";"generado";""
"Chinese Super League";"Tianjin Jinmen Tiger";"real";"logos/chinese-superligue/tianjin_jinmen_tiger.png"
"Chinese Super League";"Wuhan Three Towns";"real";"logos/chinese-superligue/wuhan_three_towns.png"
"Chinese Super League";"Yunnan Yukun";"real";"logos/chinese-superligue/yunnan_yukun.png"
"Chinese Super League";"Zhejiang FC";"real";"logos/chinese-superligue/zhejiang.png"
"Betway Premiership";"AmaZulu FC";"generado";""
"Betway Premiership";"Cape Town City";"generado";""
"Betway Premiership";"Chippa United";"generado";""
"Betway Premiership";"Golden Arrows";"generado";""
"Betway Premiership";"Kaizer Chiefs";"generado";""
"Betway Premiership";"Magesi FC";"generado";""
"Betway Premiership";"Mamelodi Sundowns";"generado";""
"Betway Premiership";"Marumo Gallants";"generado";""
"Betway Premiership";"Orlando Pirates";"generado";""
"Betway Premiership";"Polokwane City";"generado";""
"Betway Premiership";"Richards Bay FC";"generado";""
"Betway Premiership";"Royal AM";"generado";""
"Betway Premiership";"Sekhukhune United";"generado";""
"Betway Premiership";"Stellenbosch FC";"generado";""
"Betway Premiership";"SuperSport United";"generado";""
"Betway Premiership";"TS Galaxy";"generado";""
"Botola Pro";"Chabab Mohammédia";"generado";""
"Botola Pro";"COD Meknès";"generado";""
"Botola Pro";"FAR Rabat";"generado";""
"Botola Pro";"Hassania Agadir";"generado";""
"Botola Pro";"Ittihad Tanger";"generado";""
"Botola Pro";"JS Soualem";"generado";""
"Botola Pro";"Kawkab Marrakech";"generado";""
"Botola Pro";"Maghreb de Fès";"generado";""
"Botola Pro";"MA Tétouan";"generado";""
"Botola Pro";"Olympic Safi";"generado";""
"Botola Pro";"Olympique Dcheira";"generado";""
"Botola Pro";"Raja Casablanca";"generado";""
"Botola Pro";"Renaissance Zemamra";"generado";""
"Botola Pro";"RS Berkane";"generado";""
"Botola Pro";"Union Touarga";"generado";""
"Botola Pro";"Wydad Casablanca";"generado";""
"Egyptian Premier League";"Al Ahly";"generado";""
"Egyptian Premier League";"Al Ittihad Alexandria";"generado";""
"Egyptian Premier League";"Al Masry";"generado";""
"Egyptian Premier League";"Baladiyat El Mahalla";"generado";""
"Egyptian Premier League";"Ceramica Cleopatra";"generado";""
"Egyptian Premier League";"El Gouna";"generado";""
"Egyptian Premier League";"ENPPI";"generado";""
"Egyptian Premier League";"Ismaily";"generado";""
"Egyptian Premier League";"Modern Future";"generado";""
"Egyptian Premier League";"National Bank of Egypt";"generado";""
"Egyptian Premier League";"Petrojet";"generado";""
"Egyptian Premier League";"Pharco FC";"generado";""
"Egyptian Premier League";"Pyramids FC";"generado";""
"Egyptian Premier League";"Smouha";"generado";""
"Egyptian Premier League";"Tala'ea El Gaish";"generado";""
"Egyptian Premier League";"Wadi Degla";"generado";""
"Egyptian Premier League";"ZED FC";"generado";""
"Egyptian Premier League";"Zamalek";"generado";""
"Resto de CONCACAF";"Deportivo Saprissa";"generado";""
"Resto de CONCACAF";"LD Alajuelense";"generado";""
"Resto de CONCACAF";"CS Herediano";"generado";""
"Resto de CONCACAF";"CS Cartaginés";"generado";""
"Resto de CONCACAF";"CD Olimpia";"generado";""
"Resto de CONCACAF";"FC Motagua";"generado";""
"Resto de CONCACAF";"Real España";"generado";""
"Resto de CONCACAF";"CD Marathón";"generado";""
"Resto de CONCACAF";"Comunicaciones FC";"generado";""
"Resto de CONCACAF";"CSD Municipal";"generado";""
"Resto de CONCACAF";"Antigua GFC";"generado";""
"Resto de CONCACAF";"Xelajú MC";"generado";""
"Resto de CONCACAF";"Tauro FC";"generado";""
"Resto de CONCACAF";"CA Independiente de La Chorrera";"generado";""
"Resto de CONCACAF";"Alianza FC El Salvador";"generado";""
"Resto de CONCACAF";"Cavalier SC";"generado";""
"Resto de AFC";"Al Ain FC";"generado";""
"Resto de AFC";"Shabab Al Ahli";"generado";""
"Resto de AFC";"Al Wasl";"generado";""
"Resto de AFC";"Sharjah FC";"generado";""
"Resto de AFC";"Persepolis";"generado";""
"Resto de AFC";"Esteghlal";"generado";""
"Resto de AFC";"Sepahan";"generado";""
"Resto de AFC";"Tractor SC";"generado";""
"Resto de AFC";"Pakhtakor Tashkent";"generado";""
"Resto de AFC";"Nasaf Qarshi";"generado";""
"Resto de AFC";"Al Sadd";"generado";""
"Resto de AFC";"Al Duhail";"generado";""
"Resto de AFC";"Buriram United";"generado";""
"Resto de AFC";"BG Pathum United";"generado";""
"Resto de AFC";"Al Quwa Al Jawiya";"generado";""
"Resto de AFC";"Johor Darul Ta'zim";"generado";""
"Resto de CAF";"Espérance de Túnez";"generado";""
"Resto de CAF";"Étoile du Sahel";"generado";""
"Resto de CAF";"Club Africain";"generado";""
"Resto de CAF";"CS Sfaxien";"generado";""
"Resto de CAF";"TP Mazembe";"generado";""
"Resto de CAF";"AS Vita Club";"generado";""
"Resto de CAF";"CR Belouizdad";"generado";""
"Resto de CAF";"MC Alger";"generado";""
"Resto de CAF";"JS Kabylie";"generado";""
"Resto de CAF";"Asante Kotoko";"generado";""
"Resto de CAF";"Hearts of Oak";"generado";""
"Resto de CAF";"Enyimba FC";"generado";""
"Resto de CAF";"Rivers United";"generado";""
"Resto de CAF";"Coton Sport";"generado";""
"Resto de CAF";"Petro de Luanda";"generado";""
"Resto de CAF";"Simba SC";"generado";""
"Resto de OFC";"Auckland City FC";"generado";""
"Resto de OFC";"Wellington Olympic";"generado";""
"Resto de OFC";"Bay Olympic";"generado";""
"Resto de OFC";"Birkenhead United";"generado";""
"Resto de OFC";"Christchurch United";"generado";""
"Resto de OFC";"AS Pirae";"generado";""
"Resto de OFC";"Hienghène Sport";"generado";""
"Resto de OFC";"Solomon Warriors";"generado";""
